CCI ID,NAME,Hylak_id,Depth_avg,Lake_area
300005072, Burnie,5072,4.0,47.65
300005104, Nicklin,5104,4.1,48.56
300005171, lac Ballantyne,5171,2.6,47.4
300005364, Close,5364,14.0,47.03
300006171, Red Cross lake,6171,2.4,50.34
300006351, Ney,6351,2.6,46.32
300006584, Fraser lake,6584,29.0,54.13
300007173, North Spirit lake,7173,10.5,66.8
300007706, Goyelle,7706,39.3,50.81
300008096, lac Pusticamica,8096,14.8,70.3
300008408, lac Gueguen,8408,5.6,51.39
392, Cabonga reservoir,736,3.0,434.11
394, Dozois reservoir and Grand lac Victoria,732,5.7,328.96
300003035, Yen,3035,8.1,43.41
300003605, Kirk lake,3605,5.7,62.47
300003644, Munn lake,3644,15.9,69.51
300003701, Gibson lake,3701,5.4,85.24
300004030, Oman lake,4030,8.5,61.72
300004781, Gladys lake,4781,27.9,73.25
300004793, Andrew,4793,14.7,52.8
300005808, Harding lake,5808,10.9,53.09
300006356, Pinchi lake,6356,41.4,55.28
300007603, Ten Mile lake,7603,13.6,50.01
300007621, Kagianagami lake,7621,10.9,76.87
300007718, Lac Berte,7718,24.5,67.68
300007748, Onistagane,7748,10.4,62.71
300007752, Ara lake and Meta lake,7774,9.8,48.84
300007891, Portland Creek Pond,7891,10.1,32.08
300007930, Big Vermillion lake,7930,10.5,69.39
300008244, Cowichan lake,8244,49.7,62.2
300008393, Granite,8393,13.2,60.53
300000654, Whitewater lake,654,12.9,114.81
300001784, Zzzz,1784,19.4,62.07
300003811, Williams,3811,5.9,46.97
300003861, Zzzz,3861,12.7,50.62
300003970, Zzzz,3970,29.9,52.78
300004357, Quiet lake,4357,60.5,54.22
300005213, Quinn,5213,2.9,42.45
300005316, Kakiattuq,5316,7.5,43.3
300005460, Namur,5460,13.2,43.31
300006275, Carp lake,6275,21.1,56.11
300006537, lac Wawa,6537,7.7,58.02
300006579, Morice lake,6579,90.4,97.17
300007237, Sylvan,7237,15.0,42.38
300007638, Du Tast,7638,5.6,46.24
300008270, Frederick House,8270,10.1,38.67
224, lac Minto,452,14.1,774.91
357, lacs des Loups Marins,473,30.7,485.67
406, Tagish lake,401,80.1,352.0
300000369, Aishihik lake,369,49.7,147.43
300000579, Francois lake,579,76.7,253.03
300000704, Gander lake,704,34.6,120.05
300001905, Zzzz,1905,20.5,39.7
300001994, Zzzz,1994,44.9,54.34
300002057, Zzzz,2057,21.8,55.25
300002119, Hansteen lake,2119,9.9,55.37
300002202, Tasseriuk,2202,5.5,39.91
300002480, Zzzz,2480,22.9,45.91
300002816, Takijuakataluk lake,2816,28.4,58.12
300003640, Zzzz,3640,8.6,51.05
300004396, Ray lake,4396,6.5,75.37
300005345, Mayson,5345,10.6,42.46
300005677, Limestone lake,5681,3.1,22.53
300007318, Sullivan,7318,3.0,48.5
300007351, Canim lake,7351,49.2,56.1
300008202, Quevillon,8202,12.2,48.19
300008481, Manouane,8481,20.5,50.31
300000709, Dog lake,709,33.3,144.26
300002066, Zzzz,2066,6.7,46.95
300003191, Zebulon lake,3191,15.4,48.69
300003841, Weyburn,3841,3.1,45.26
300004013, Hornell lake,4013,19.6,50.96
300004337, Mallet lake,4337,9.8,60.88
300005323, Big Flat,5323,2.7,47.5
300005336, Engemann,5336,9.9,48.69
300007773, North Shoal,7773,1.0,32.12
300008127, Black Sturgeon,8127,18.8,48.89
118, Gouin reservoir,60,6.5,1318.78
402, Diefenbaker lake,643,25.2,391.72
490, Teslin lake,394,69.7,355.58
300000465, lac Nachicapau,465,27.3,132.84
300002123, Zzzz,2123,13.3,59.03
300002212, Qikiqtaqtuuq,2212,1.9,41.1
300002919, Laughland lake,2919,38.4,52.99
300003365, Zzzz,3365,14.1,49.62
300003634, Zzzz,3634,5.0,60.75
300004477, Fitzpatrick,4477,7.7,49.62
300004528, Thuchonilini lake,4528,4.8,43.18
300005063, Wentzel,5063,10.0,47.14
300005648, Eden lake,5648,12.5,69.6
300006293, Tezzeron lake,6293,23.8,80.47
300006409, Touchwood lake and Vermilyea lake,6409,6.1,83.74
300006645, Opinnagau lake,6645,2.7,58.53
300007084, Weaver lake,7084,7.5,54.63
300007494, Fawcett lake,7494,4.9,50.95
300008388, Round Pond,8388,9.4,49.76
174, Island lake,576,20.1,964.63
368, lac Manouane,661,4.7,471.19
370, Upper Arrow lake,698,22.2,510.05
516, North Caribou lake,615,9.7,319.54
557, Lynx lake,339,10.1,274.25
300000525, Bear lake,525,6.3,148.38
300000540, Neret Malaval Lakes,540,6.3,293.32
300000619, Quesnel lake,619,158.9,270.64
300002163, Middle lake,2163,3.5,66.38
300002166, Banning lake,2166,7.8,65.73
300003237, Thistle,3237,6.7,44.29
300003606, Sarah lake,3606,17.3,50.84
300003890, Duncan lake,3890,21.4,69.27
300004095, McDonald lake,4095,55.1,83.17
300004530, Wolf lake,4530,35.7,72.73
300004906, Milton,4906,7.7,48.26
300006025, Silsby lake,6025,3.1,66.93
300006864, lac Duncan,6864,5.4,97.32
419, Atikonak lake and lac Aticonac,607,13.0,393.17
300003835, Greasy lake,3835,5.1,68.18
300005829, Suwannee,5829,9.2,49.74
300008201, Hinds,8201,5.1,54.43
313, Scott lake and Wignes lake,410,11.0,533.23
421, lac Joseph and Kepimits lake,617,10.1,377.75
300000349, Zzzz,349,15.9,109.46
300002883, Bathurst lake,2883,38.1,82.46
300002949, Tatui,2949,5.0,43.15
300003430, Judge Sissons lake,3430,12.1,98.59
300004109, Cli,4109,24.4,43.2
300007453, Good Spirit,7453,3.9,46.74
300008341, Great Burnt Crooked Lakes,8341,6.9,90.62
248,  reservoir aux Outardes 4,688,41.5,586.64
345, Ashuanipi lake/Shabogamo lake,606,12.9,531.71
565, Okanagan lake,695,107.3,348.59
300001879, Zzzz,1879,15.2,57.04
300003732, Parker lake,3732,24.6,87.45
300003949, lac Levis,3949,3.7,53.81
300004655, lac Duquet,4655,12.0,58.81
300004989, Richard lake,4989,5.0,79.92
300006490, Balsam Brook,6490,4.1,48.06
300008088, Nagagami lake,8088,7.1,53.95
232, Point lake and Redrock lake and Rocknest lake,278,28.0,976.92
324, Angikuni lake,346,15.4,525.56
451, Mirond lake and Pelican lake and Jan lake,529,24.2,213.44
300000541, Trembleur lake,541,63.4,115.67
300002129, Jamesee lake,2129,4.4,70.2
300002896, Zzzz,2896,9.6,50.8
300003273, Big lake,3273,7.8,66.03
300004144, Penylan lake,4144,5.0,96.93
300004433, Cormack,4433,2.7,42.8
300005354, Etawney lake,5354,5.4,69.94
300008770, lake Kagawong,8770,14.7,56.24
468, Kootenay lake,696,179.0,421.55
493, lac Matagami and lac Soscumica,676,15.6,255.43
519, Yamba lake,269,16.7,332.67
300000636, Chilko lake,636,90.5,185.89
300005889, South Wabasca lake,5889,7.0,62.13
300006797, Brightsand,6797,8.5,45.35
290, Michikamau lake,597,4.7,762.29
374, Whitesail lake and Nechako reservoir,591,28.4,839.1
517, lake Pletipi,638,11.7,306.61
300000337, Mary lake,337,20.6,163.64
300000347, Big Rocky lake and Little Rocky lake,347,8.1,140.78
300000428, Riou lake,428,7.0,163.16
300001887, Zzzz,1887,20.6,65.21
300003763, lac Tete d'Ours,3763,10.0,61.61
300005839, Orr lake,5839,5.8,51.9
300008713, lake Ainslie,8713,18.9,57.18
251, Cross lake,548,6.1,286.17
371, Tehek lake,265,20.6,450.06
432, lac Albanel,645,19.1,406.17
568, Rennie lake,360,12.8,213.74
300004104, Carr lake,4104,24.3,95.76
300006162, Sturgeon,6162,10.0,47.57
223, lac Pipmuacan,697,17.6,790.1
285, lake St Joseph,644,5.7,506.21
503, Nejanilini lake,420,7.7,290.94
300000437, Tadoule lake,437,9.6,296.02
300000566, Pierce lake,566,6.7,111.17
169, Wholdaia lake and Anaunethaa lake,383,10.7,579.88
275, Clinton-Colden lake,307,13.4,595.23
437, Kinbasket lake,628,59.6,419.13
300000485, lac Otelnuk,485,10.6,128.84
300003809, Zzzz,3809,5.4,67.81
300006407, Echoing lake,6407,4.9,53.82
107, lac Seul,56,4.5,1248.75
384, Babine lake,517,74.2,465.2
300004657, Pilot,4657,20.8,43.23
300005999, Whitefish lake,5999,4.0,58.8
300003602, Bissett lake,3602,10.2,64.92
300004787, Maxhamish,4787,7.7,47.92
300006495, Moshikopaw,6495,2.6,51.52
211, Nonacho lake,359,15.3,865.24
292, Selwyn lake,409,11.8,564.14
353, lac Payne and lac Tunusuk,423,15.4,487.93
300002559, Zzzz,2559,15.4,58.74
300003024, Zzzz,3024,12.0,84.96
335, reservoir La Grande 4,585,24.2,805.72
155, lac Bienville,530,13.0,962.67
396, MacAlpine lake,234,16.0,392.01
512, Whitefish lake,334,11.6,308.72
226, Clinton-Colden lake,290,19.7,800.94
246, Kaminak lake,340,14.7,523.17
282, lac Sakami,596,52.0,628.91
424, Erichsen lake,192,13.7,350.65
570, Seagull lake,683,17.6,349.26
300000250, Zzzz,250,9.6,105.75
300000311, Fletcher lake,311,11.6,162.29
159, Petit lac Opinaca and lac Low and reservoir Opinaca and lac Mischechun and lac Mistatikamekw and lac Mistamiskwas and lac Menouow and lac Wapakusi and lac Uskawanis,623,9.1,929.1
162, Contwoyto lake,22,22.2,1053.82
184, Warburton bay and MacKay lake,287,20.7,966.57
514, Tazin lake,412,43.0,376.14
300004112, Imikula lake,4112,9.0,94.38
300007960, lac Grasset,7960,4.3,87.43
254, Ennadai lake,370,19.6,709.89
270, lac Evans,649,17.2,471.37
83, Nueltin lake,29,100.0,1917.62
320, Kaminuriak lake,332,25.8,487.94
300000328, Beaverhill lake,328,12.9,119.69
82, lac Manicouagan,55,79.0,1795.64
373, Tebesjuak lake,303,19.9,499.53
449, Wharton lake,293,26.4,412.11
300000274, Mingo lake,274,14.8,226.35
334, Artillery lake,327,24.3,516.24
54, La Grande Riviere reservoir,46,22.4,2758.99
315, Ferguson lake,208,3.0,564.14
395, Princess Mary lake,302,21.2,480.03
253, lac Guillaume-Delisle,481,60.0,711.63
438, Schultz lake,273,22.7,411.08
300000223, Horton lake,223,13.0,171.25
573, Meelpaeg reservoir,720,15.0,314.12
575, Lady Melville lake,216,36.4,400.11
417, Bluenose lake,218,29.1,425.67
467, lac Couture,405,12.7,257.06
76, lake Mistassini,54,75.0,2182.5
168, Caniapiscau reservoir,43,15.2,3543.41
227, Garry lake and Upper Macdougall lake,240,14.3,361.45
365, Snowbird lake,395,14.2,483.5
413, Mallery lake,297,14.1,460.6
469, Netsilik lake,211,4.2,393.23
252, lac de Gras,279,9.6,699.94
178, Takijuq lake,21,48.1,1031.69
280, Big Trout lake,587,16.0,644.1
319, South Henik lake,372,21.7,573.23
126, Yathkyed lake,28,23.2,1336.49
264, Kamilukuak lake,335,21.1,660.74
189, Hottah lake,258,6.7,950.73
63, La Grande Riviere reservoir,47,25.0,2401.01
152, Aberdeen lake,24,31.6,1102.61
128, lac a l'Eau Claire,39,30.0,1238.65
269, Tulemalu lake,319,37.8,663.36
124, Kasba lake,30,15.7,1330.11
97, Baker lake,25,60.0,1664.7
27, Michikamau lake,49,5.6,5814.1
49, Dubawnt lake,26,25.5,3583.21
56, Amadjuak lake,23,24.8,2994.94
300010573, Caburgua,10573,80.0,49.01
300010599, Chapo,10599,100.8,43.73
300010583, lago Maihue,10583,82.9,48.32
300000993, lago Yelcho,993,127.6,116.18
300010577, lago Rinihue,10577,90.8,88.07
300000985, lago Panguipulli,985,75.0,110.56
300010628, lago Yulton,10628,90.1,55.07
300010533, laguna del Maule,10533,30.2,47.08
300000991,Todos los Santos,991,143.6,173.59
300014933, Tso Tang,14933,2.3,22.52
300015260, Longkou Yezhu Lakes,15260,2.7,21.75
300001297,Soungari,1297,47.4,193.3
300014357, Huri Chagannao'er,14357,3.5,57.32
300014663, Sukuqiake,14663,1.0,29.15
300014944, Changhu,14944,13.2,42.01
300015268, Baidang,15268,2.7,37.52
300015655, Daguang,15655,48.6,35.16
300015058, Rebang,15058,3.4,37.06
300014875, Deyu,14875,5.4,43.79
300014900, Chaoyang,14900,2.8,42.96
300015240, Qoi'nyi lake,15240,1.8,49.15
300014556, Xiaoerkule,14556,2.7,48.45
300014572, Yonganba,14575,4.4,47.49
300014904, Doucuo,14904,14.0,47.44
300014959, Orba lake,14959,21.5,91.22
300014629, Hongjian,14629,3.3,46.41
300014941, Shilianghe,14941,7.7,38.93
300014998, Tuoheping,14998,8.5,32.97
300015248, Shen,15248,8.3,42.5
300014878, Qinma lake,14878,17.4,99.99
300014930, Pur,14930,15.1,39.48
300015160, Gopug lake,15160,7.1,60.2
300015175, Cuona lake,15175,8.6,53.09
300015431, Lugu,15431,51.3,50.03
300015169, Daru,15169,6.8,58.8
300015252, Maerxia,15252,7.0,70.76
300015455,Chenghai,15455,41.7,74.75
300015002,Xuelian-hu,15002,5.8,40.23
300015217, Chenghu,15217,1.9,42.26
300015276, Kunggyu lake,15276,6.6,58.81
300015405, Zhegu lake,15405,5.1,61.67
300015115, Yaggain,15115,22.8,42.62
300015265, Garen lake,15265,20.1,65.39
300001323, Yuqiao,1323,13.1,118.62
300014041, Daqing,14041,1.0,49.96
300014966, Qingche lake,14966,9.9,61.08
300015178, Gemang lake,15178,8.8,54.89
300015419, Como Chamling,15419,13.3,49.37
300015030, Cemar,15030,3.3,33.01
300015125, Naiqam,15125,3.7,41.12
300014787, Ga Hai lake,14787,3.9,47.38
300014948, Surigh Yilganing,14948,4.7,50.75
300015130, Zhaxi,15130,5.8,46.89
300015245, Argog lake,15245,10.8,58.45
261, Yang Zhuo Yong lake/Yamzho Yumco,1473,28.2,566.97
300015267, Dibu lake,15267,17.3,60.05
466, Xinanjiang reservoir,1467,50.9,424.57
300014153, Nanyin,14153,1.8,73.78
300015037, Chagbo,15037,2.2,35.22
300015197, Zigu lake,15197,25.8,72.23
300001459, Gyesar lake,1459,37.9,141.9
300014943, Dulishi lake,14943,7.5,71.81
300014984, Laxiong lake,14984,9.4,57.48
300015257, Ringco Ogma,15257,4.8,56.08
300015424, Duoqing lake,15424,4.4,62.15
300001252, Dalonghu,1252,6.9,132.18
300015296, Yoqag,15296,6.7,68.93
300001382, Bangdag lake,1382,8.5,107.02
300015978, Crique de Banga,15978,6.0,24.83
300015985, Crique de Gongo,15985,6.0,25.51
300015983, Crique d'Obeke,15983,5.9,44.44
300016120, Zzzz,16120,1.0,41.88
300015812, Afambo,15812,28.6,34.59
300015883, Melka-Wakena,15883,18.4,40.65
300015815, Abbe,15815,3.7,22.0
300015816, Hayk,15816,20.7,21.99
537, Chew Bahir,1406060,2.1,0.58
300011716, Miekojarvi,11716,14.3,53.35
300012266, Pyhajarvi,12266,17.3,59.6
300012628, Urajarvi,12628,11.6,14.32
300012163, Alvajarvi,12163,7.1,45.97
300012424, Kangasjarvi,12424,10.3,19.62
300012614, Pyhajarvi,12614,19.7,61.51
530, Zzzz,1133,29.0,393.09
300001141, Zzzz,1141,10.9,115.72
300012023, Zzzz,12023,10.3,81.77
346, Zzzz,1117,5.4,640.85
300001112, Zzzz,1112,18.4,182.25
300011834, Kostonjarvi,11834,9.7,43.03
422, Zzzz,97,7.8,1133.97
300012019, Zzzz,12019,12.3,94.45
369, Zzzz,1135,29.7,303.61
300165102,Muggelsee,165102,6.9,6.98
300013595, Duemmer,13595,1.1,12.83
300013992, Walchensee,13992,50.5,15.7
300013383, Selenter,13383,4.8,19.9
300013431, Kummerower,13431,4.2,31.52
300013475, Koelpinsee,13475,5.1,19.05
300013962, Ammersee,13962,15.6,44.98
300013966, Starnberger see,13966,22.6,54.77
300013454, Schwerin,13454,7.8,33.16
300013601, Steinhuder,13601,3.3,26.85
300002685,NN Glacial Lake,2685,27.6,64.88
300002545,Nassuttuutaata tasia,2545,41.0,64.08
300000185,Fureso,185,179.6,123.39
300001720, Zzzz,1720,60.8,63.22
300002493, Giesecke So,2493,55.0,76.0
300002892,NN Glacial Lake,2892,51.1,55.48
300003095, Qaamasoq,3095,24.1,48.61
300003969,Knagaarsuup Tasersua,3969,78.0,75.41
300001508, Indravati,1508,21.7,105.87
300015630, Madhuban,15630,14.9,38.0
300015714, Jurala,15714,12.3,27.56
300015638, Isapur,15638,15.3,81.78
300001497, Hasdeo Bango,1497,32.9,103.78
300015554, Chandil,15554,58.4,33.55
300015361, Ramganga reservoir,15361,52.0,47.16
300015536, Mahi Bajaj Sagar,15536,9.8,42.77
300015538, Halali dam,15538,7.3,34.62
300015811, Bhavanisagar,15811,31.9,29.12
300015520, Masanjore,15520,9.7,63.55
300015606, Upper Wardha,15606,12.8,61.94
300015672, Lower Manair,15672,13.8,49.45
300015557, Nalsarovar,15557,1.0,18.77
300015650, Majalgaon,15650,9.7,46.58
300015697, Yeleru,15697,32.3,39.55
300015736, Supa,15736,46.6,89.71
300001496, Bargi Dam,1496,25.6,153.38
300015761, Bhadra reservoir,15761,20.8,97.39
300015552, Barna,15552,11.6,46.63
498, Nagarjuna sagar,1519,59.2,195.9
289, Srisailam Dam reservoir,1524,16.3,536.42
300015523, Dharoi,15523,5.1,14.78
300015502, Rajghat,15502,46.5,46.72
300001503, Rengali,1503,16.2,310.88
300001509, Sriram Sagar,1509,9.4,335.78
300016090, Waduk Gadjah Mungkur,16090,8.1,69.23
300015914, Danau,15914,56.0,57.69
300015927, Tondano,15927,12.0,44.56
300016052, Waduk Jatiluhur,16052,36.3,70.36
300016024, Sidenreng,16024,1.2,37.23
300015994, Kerinci,15994,9.5,43.56
300001600, lake Matano,1600,61.3,160.89
300001589, lake Singkarak,1589,44.9,108.05
300001609, danau Ranau,1609,76.9,125.35
300015151, Maysan Wetlands,15151,1.0,32.54
576, Mosul dam lake,1355,36.0,346.9
208840,Mantua lakes,170999,2.4,5.86
15600,Idro lake,14176,50.6,10.28
300014185,Iseo,14185,70.9,58.67
300001274,lago di Como,1274,103.0,145.18
300013760, Kokay,13760,1.6,45.06
300013715, Zzzz,13715,4.2,58.52
300013516, Zharkol,13516,1.7,59.85
300013529, ozero Imantau,13529,7.9,51.74
300013597, Tobol,13597,10.9,75.03
300013778, Samarkandskoe,13778,4.3,44.85
300014360, Tasytkolskoye Water reservoir,14360,13.3,46.51
300014331, Sorbulaq,14331,5.5,61.98
300013582, Zhaksy Zhangyztau,13582,15.0,41.62
300014323, Koshkar-Ata,14323,1.1,53.85
300013751, Isey,13751,1.3,50.4
300014354, Akkol,14354,3.6,46.93
300013575, Zhanshura,13575,3.4,50.59
300013647, Karasor,13647,1.8,87.42
300009733, Solis,9733,28.7,42.52
300009784, Penitas,9784,77.9,19.05
300009639, Adolfo Ruiz Cortines,9639,66.4,15.27
300009799, Laguna Pampa la Joya,9799,2.2,39.9
300009761, laguna San Francisco,9761,3.1,58.93
300009630, Zzzz,9630,1.7,61.83
300009692, La Tortuga,9695,5.2,57.98
300009704, El Chumbeno,9704,1.4,22.76
300009739,Patzcuaro,9739,11.6,77.01
477, Nezahualcoyotl,864,28.4,291.99
300009791, laguna de Tres Palos,9791,3.9,58.09
452, Miguel Aleman,862,16.8,387.61
300009691, Las Animas,9691,2.1,66.78
300000853, Bustillos,853,5.6,105.38
266, Infiernillo,861,32.4,288.01
234, Belisario Dominguez/La Angostura,866,16.2,566.28
300000850, Babicora,850,1.9,147.02
300013943, Ulaagchiin Khar lake,13943,24.4,87.32
300013919, Yakhi lake,13919,2.2,64.62
300016688, Poteriteri,16688,113.1,42.18
300016658, Waikaremoana,16658,75.2,48.91
300016680, lake Benmore,16680,30.0,73.44
300016679, lake Ohau,16679,36.9,57.62
300001704, lake Hawea,1704,100.5,147.87
300016649, lake Rotorua,16649,20.0,79.82
532, lake Te Anau,1707,168.8,332.56
300015798, Zobe,15798,6.2,28.77
300015858, Ikere Gorge,15858,6.8,38.89
300015857, Kampe Oyi,15857,11.8,25.36
300015805, Challawa Gorge,15805,14.3,65.19
506, lake Jeba,1557,13.1,274.76
300015836, Hawal River,15836,9.0,68.52
475, Tiga dam,1546,18.2,108.27
300001537, Goronyo Dam,1537,9.1,107.48
300134644,Rihpojavri,134644,25.5,5.7
300001038,Altevatnet,1038,9.6,107.5
300012455, Hornindalsvatn,12455,101.3,50.12
300012813, Mosvatn,12813,55.0,77.99
300001153, Randsfjorden,1153,60.9,138.88
300012213, Nesjoen,12213,9.5,65.51
300001094, Snasavatnet,1094,51.4,121.14
300001127, Femunden,1127,41.5,202.4
300011151, Iesjavri,11151,25.2,67.68
300014305, Oltina,14305,13.5,19.59
300011367, Lymbanato,11367,1.0,11.7
300011605, Layato,11605,15.2,12.34
300011810, Vyzhletskoye,11810,5.6,11.13
300011878, Zzzz,11878,13.3,46.77
300011916, Kem River,11916,7.7,52.2
300012341, Pyalozero,12341,15.5,15.3
300012361, Lum,12361,4.8,11.41
300012749, Bolshoy Kumikush,12749,58.8,16.63
300013149, Necheritsa,13149,5.3,14.82
300014150, Boykiyevskiy Liman,14150,1.1,17.83
300014180, Solenoye,14180,5.0,11.72
300136326, Toboy,136326,1.4,9.12
300140744, Korgovoye,140744,3.1,9.61
300164228, Chebarkul,164228,2.0,8.07
200000065, Zzzz,1254786,5.0,0.15
300001063, ozero Tembenchi,1063,45.8,108.98
300011233, Zzzz,11249,10.6,60.79
300011804, Varsh,11804,5.7,42.72
300013610, ozero Azas,13610,17.3,51.36
300013663, Gorkoye-Peresheyechnoye,13663,7.7,46.36
300012093, Pulozero,12093,6.0,48.6
300012287, Labyngkyr,12287,24.8,44.72
300013214, Metlinskiy Prud,13223,3.2,39.72
300001031, ozero Sobach'ye,1031,49.1,104.82
300010835, Gusinoye,10835,53.3,14.13
300011006, Laydy-Kyuyel Yaryppyt Lakes,11006,1.5,56.98
300011033, Kaluken,11033,36.8,42.4
300011279, Baut,11279,8.3,86.4
300012394, ozero Kenozero,12404,19.7,69.56
300013032, Seremo,13032,6.3,15.18
300001055, ozero Agata,1055,19.5,130.54
300012021, Nizhnevygskoye reservoir,12021,16.6,83.32
300012234, Verkhneye Volozero,12234,11.0,46.39
300013161, ozero Dvinye,13161,6.6,53.38
300013361, Kandrykul,13361,9.9,19.01
300013471, Khorosheye,13471,2.9,41.13
300013521, Surskoye,13521,20.2,85.77
300013705, Gilovskoye,13705,6.4,42.51
300001134, ozero Bol'shoy Sor and ozero Aytor,1134,12.8,155.56
300010851, Purinskoye 1-Ye,10851,8.7,51.17
300011866, ozero Oneko,11866,14.7,58.99
300011991, Shuyezero,11991,9.4,40.97
300012300, Parenskoye,12300,3.5,47.01
300012507, ozero Vedlozero,12507,24.3,53.94
300013176, Bolshiye Kasli,13179,5.3,35.83
300013313, Idgildy,13313,2.3,22.24
300012284, ozero Lizhmozero,12284,10.9,81.44
300012591, ozero Samotlor,12591,2.5,49.77
300001087, Zzzz,1087,13.3,118.42
300001123, Kolyma River,1123,3.3,446.41
300010732, Silyuyeturku,10732,18.7,42.95
300010794, ozero Nyagame,10794,19.3,50.77
300010866, Dolgoye,10874,4.0,63.03
300011784, Zzzz,11784,5.9,50.98
300013186, Yauzskoye Vdkhr,13186,10.5,40.89
300014249, Sengileyevskoye,14249,9.7,41.51
300011666, ozero Kanozero,11666,6.8,79.81
300012336, Sundozero,12336,18.4,41.87
300012654, ozero Otradnoye,12654,12.9,64.75
300001028, ozero Glubokoye,1028,11.9,124.3
300010750, ozero Ayaturku,10750,22.8,86.89
300010784, ozero Syruto,10784,16.5,60.55
300010974, Symytyr,10974,6.0,59.54
300012874, Ozero Tungar,12874,3.3,36.12
300012886, Temryak,12886,2.0,43.96
300013242, Beloye,13242,13.2,59.94
300013551, Kotokel' ozero,13551,35.8,65.67
300013762, ozero Khindigtik-Khol',13762,26.5,63.33
300001205, ozero Teletskoye,1205,144.1,218.4
300010987, Bakul,10987,9.5,58.6
300011025, Ukyulyakh,11025,2.8,41.53
300012060, ozero Sumozero,12060,7.4,71.8
300012639, Karpautur,12639,13.2,49.31
300012969, ozero Galichskoye,12969,4.6,72.0
300013283, Medvezhye,13283,5.0,60.42
300010918, Kyrbyt,10918,13.1,48.62
300012760, Enetor,12760,12.4,42.16
300001091, Zzzz,1091,14.3,103.4
300001118, ozero Palvozero,1118,36.4,101.38
300011357, Unestakh,11357,4.4,46.03
300012406, Nantlor,12406,2.1,41.24
300010787, Khelaliturku,10787,14.0,44.22
300011707, Nalimye,11707,17.2,44.23
300014300, Kubanskoye,14300,3.5,38.82
300010982, Bytynay,10982,14.3,53.02
300011781, Varchaty,11781,5.7,51.95
300012491, ozero Lekshmozero,12491,14.5,51.72
300013196, Uyelgi,13196,2.1,56.24
300011082, Nuchcha,11082,31.8,43.27
300011120, Ngevak-Yasaveyto,11120,7.6,41.19
300011184, Malyy Oler,11184,8.1,43.3
300011226, Ulakhan-Kelyuyekyan,11226,2.3,46.39
300011374, Arga-Ebe,11374,2.8,39.46
300012150, ozero Maslozero,12150,18.3,80.05
300013635, Shaksha,13635,7.1,52.19
300001083, Kunovat,1083,23.0,222.59
300010885, Bolshoye,10885,3.6,43.63
300011620, Ebe,11620,15.1,44.31
300011642, ozero Urdyuzhskoye,11642,1.0,48.22
300013091, Pleshcheyevo,13091,6.5,50.66
300011169, ozero Bolshoy Oler,11169,4.6,42.48
300012472, ozero Shotozero,12472,17.6,74.68
300001115, ozero Untor,1115,7.7,130.37
300011134, Yandeto,11134,1.5,53.63
300011237, ozero Sokhonto,11237,8.4,46.44
300012946, Chukhloma,12946,2.2,48.93
300013141, ozero Azhabachye,13141,9.5,64.91
258, Verkhnetulomskoye reservoir,1036,19.7,585.33
300001142, ozero Toremtor,1142,7.7,141.18
300011444, ozero Kalgyn,11444,15.8,64.29
177, lake Imandra et al,94,10.2,1063.61
300011445, Tetato,11445,7.8,65.54
364, Kureyka river,1058,19.8,500.23
522, lake Vodlozero,1121,13.8,353.71
300001024, ozero Yambuto,1024,4.5,108.1
300011089,  ozero Polovinnoye,11089,21.1,70.19
300001059, ozero Makovskoye,1059,19.4,164.31
433, ozero Keta,1033,27.7,420.87
300001016, ozero Yambuto,1016,62.9,177.51
300001009, ozero Kokoro,1009,21.0,158.81
80, Vilyuy dam,96,16.4,2190.47
548, lake Umbozero,1051,25.6,318.85
300001053, Eloygytgyn lake,1053,33.2,118.58
300001041, ozero Essey,1041,20.0,238.23
431, laguna Neskynpil'gyn,368173,3.2,0.16
300001007, ozero Kungasalakh,1007,43.9,259.71
218, ozero Khantayskoye,1040,73.0,901.17
300001048, ozero Yarato 1-e,1048,10.0,251.13
425, ozero Ubinskoye,1176,3.4,423.98
495, ozero Portnyagino,1008,29.8,375.48
331, ozero Lobaz,1012,15.4,563.76
7434,Norra Barken lake,12791,14.4,34.77
300013070,Vidoestern,13070,7.0,42.4
300013104,Moeckeln,13104,8.0,45.87
300013043,Rusken,13043,10.6,33.78
5729,Amanningen lake,12810,10.6,34.5
300011704, Karatj,11704,11.5,60.4
300012316, Holmsjon,12316,10.9,50.56
300013178, Vastra Ringsjon,13178,5.2,14.34
1679, Ekoln and Malaren,102,12.9,1083.13
300012879, Jarnsjon,12879,18.0,19.02
300013003, Mjorn,13003,15.2,54.34
300013156,Ivoesjoen,13156,11.9,49.85
300011663, Tjaktjajaure,11663,18.2,92.02
300013175, Hammarsjon,13175,1.0,16.76
300013120, Mien,13120,10.2,19.8
300013182,Oestra Ringsjoen,13182,5.3,24.63
300001098, Torron,1098,11.5,102.34
300012482, Sodra Dellen,12482,14.1,49.86
300012120, Stor-Rensjon,12120,18.8,48.48
758, Hornavan,1068,26.0,224.59
300014784, Seyhan Baraji,14784,32.6,36.78
300014510, Sapanca,14510,13.0,45.31
300014802, Koycegiz lake,14802,17.8,51.17
300014657, Nazik,14657,22.7,44.13
542, Karakaya reservoir,1337,49.2,194.88
300014682, Hazar lake,14682,35.1,77.43
300014741, Salda,14741,29.3,43.9
318, Keban dam,1332,77.0,398.79
300000140,Tuz,140,45.0,1664.71
